S1 S2 S3 S4 S5 S6 S7 S8 S9 S10 S11 S12 S13 S14 S15 S16 S17 S18 S19 S20 S21 S22 S23 S24 S25
1156 412 578 723 455 651 555 898 906 740 486 667 816 766 948 507 700 778 958 479 314 122 146 274 344
3809 2666 3681 1104 1207 3370 2105 3838 2229 2276 2445 2753 4626 4897 2501 2336 3116 3525 3382 2631 1930 1961 1725 964 1031
691 1487 1097 951 1596 1571 633 1227 800 868 985 983 1114 1114 1395 1113 1158 646 1659 885 1671 1141 1648 1356 1146
142 338 151 193 314 237 351 312 245 362 297 441 596 229 219 382 277 295 154 201 6303 5940 3196 4793 2695
774 1579 1161 1194 1013 933 1482 772 1085 1553 822 1130 732 1179 870 800 1445 1360 1127 871 951 1384 663 938 778
1541 1450 2087 2151 1896 3635 1710 2619 2853 3373 3447 2251 3277 4519 3630 2762 2003 2622 2273 4585 4849 8774 5420 4911 7621
4213 5802 6273 8865 6096 5457 8507 4142 4357 2768 6017 4625 4597 5234 3015 7672 4693 6110 2692 5875 960 2673 1324 2224 2706
2334 1497 5556 3200 2540 2864 1399 3346 4515 3250 3772 2783 4021 2120 1788 3692 2393 2699 3963 2131 407 668 711 907 969
2064 2521 3282 1653 2096 4660 3287 2178 1397 4499 2823 2776 2747 2050 1978 1674 3011 3223 3637 2475 2902 4980 3344 5029 5128
3628 2644 4162 5174 3657 5373 3361 3114 3855 2763 4303 2935 3588 5032 3312 3793 5336 2984 2707 3705 2117 1274 1039 638 1123
477 462 835 399 281 445 332 425 472 393 651 362 467 281 404 468 317 631 494 216 13096 15194 8995 12332 6085
2160 2089 2584 1278 2301 2805 1386 1409 2311 1094 1497 1435 2810 1720 3833 2486 1396 2224 2088 2089 3482 5641 4075 1877 4471
2193 843 2178 1026 1945 1901 2605 1974 937 615 3126 1449 1547 1229 1402 1798 1260 1722 1544 1241 9436 6379 4525 9324 3728
3901 1542 4004 4242 2854 2431 1386 2872 2261 2545 954 2503 2538 2105 1931 2304 2293 2517 1167 4037 806 677 1198 1782 726
1521 1736 1978 1381 1294 1349 1551 1372 1222 1758 1294 1854 1300 1073 721 1794 1788 1173 1222 1445 1434 1366 2894 1485 2117
7921 12556 6406 7424 5592 5762 6221 12705 11527 3184 10541 10031 4902 13243 13123 8732 7153 8795 7352 7072 3728 2479 4484 2819 3490
2836 6097 2414 2924 3123 2424 2017 2849 4239 2547 1781 2260 3060 3529 3285 2191 3305 4118 4450 3807 2613 1597 2471 1978 1770
1016 901 1946 932 2743 895 1638 518 1504 958 1947 1615 1384 1309 883 1104 1868 924 926 982 628 565 1364 1525 1247
1668 2691 1723 2450 2507 3112 1805 2089 975 2689 4148 2853 2427 3334 2299 2144 2441 3460 1821 4017 881 906 717 871 974
8386 6106 5672 8399 7091 12625 8929 6144 8910 6319 7414 10652 11070 6889 3231 6397 7434 12987 8255 6438 1795 1391 1509 1562 880
1451 767 1063 892 1118 1591 1958 1096 1656 1591 1530 1664 1013 850 2212 1924 1839 802 1515 1778 5285 8461 4223 9462 4458
4148 4554 6742 3386 7596 4301 7976 4810 4305 4753 3499 4827 6897 3771 3591 6048 6312 6996 6099 4274 1134 1115 1314 1218 1150
1879 2582 2553 3548 2463 3460 2613 4514 2979 3445 2861 4628 4317 3546 3019 4596 2111 1803 2903 4441 4117 2358 3013 1925 4432
2138 1551 3302 1553 2567 2849 1415 1687 2038 1858 1626 2231 1446 1851 1205 2030 1903 1656 2385 3152 961 1303 1550 662 738
4675 3103 1520 1744 2829 3182 5279 2195 4782 2693 4302 1799 2846 2480 4534 3590 2935 3068 3009 2603 5007 3509 4331 5116 5885
1875 3987 2557 2783 2115 4262 3104 2650 3126 2238 3901 1765 1403 1568 2668 2447 1477 4420 4816 2217 1912 6639 3547 2456 3341
4665 6088 8566 7407 6611 2997 8334 3288 5404 6175 7101 3730 5642 8885 4999 4719 4300 6318 4716 4576 3846 2179 3380 4305 3491
1405 1126 1769 1466 2228 782 1107 1023 1789 1044 1707 1300 1526 1414 1611 1822 1002 1149 803 1321 1802 1712 1073 772 912
1257 1142 1240 1409 2134 1780 1232 1901 1451 1805 2456 1914 1601 1261 1070 1365 1494 1376 1457 1641 2094 2902 633 2759 1762
1278 1093 804 962 2036 1353 1120 1679 1204 1208 1187 1501 681 1240 1910 570 547 992 614 1895 4461 4437 2075 2944 5981
2476 5683 2483 1612 5200 2694 3437 3511 2224 3131 2747 4640 2707 4150 3156 2615 3597 3443 2704 2622 2924 6211 3467 7075 6545
530 391 468 563 611 587 487 680 1001 590 751 803 755 943 818 529 327 541 387 442 5848 6435 5369 16167 6191
1365 929 1443 1068 1276 2320 1532 1227 1835 1219 1141 938 820 1198 989 2168 1271 1128 1406 2316 3659 5200 3362 2803 807
6159 7939 7392 7395 13535 10109 12327 11066 6800 6765 13161 7856 9177 8804 11571 10962 5978 8806 10609 7515 8514 7554 10288 14766 10507
2225 1560 3756 2133 2089 2175 1389 2539 2245 2622 2119 1361 2143 1678 1439 1263 2014 1411 1895 918 8504 30796 9895 17010 13584
1460 993 2317 1179 1037 757 1849 1196 1111 1852 1525 1717 748 1827 1136 1404 2391 1656 1218 2056 5684 4794 4486 6202 4760
2104 2170 2169 2508 2154 2399 2259 2486 2537 2490 1834 1931 2273 3156 1567 1873 2065 4640 2563 3280 985 826 1078 603 1123
1839 2331 2989 2933 2610 3566 2148 1473 5933 2899 5121 2420 2540 3423 3201 1749 3520 1919 2923 2938 2062 903 1378 1004 1095
948 1343 609 567 1021 703 528 599 731 712 966 973 715 1267 709 979 721 1241 1687 1159 1568 1119 1806 969 1633
9646 4174 4767 7058 2875 4204 3973 4501 5433 3801 6209 8037 3576 4140 9295 6387 6793 7649 7939 9716 950 2073 1175 2319 2023
1860 1811 4353 3240 2948 2603 1307 2400 4287 1579 2846 1510 3433 2219 2574 2905 4149 2005 1712 3160 2824 3099 2370 2660 3442
4859 6365 5653 5205 3240 6040 5481 6795 6218 5025 4422 6446 7239 3523 3104 4867 3742 3177 3590 4706 1345 952 1478 772 1526
1892 2554 2919 3033 2266 2475 1807 4287 2817 2624 1422 3375 2236 2138 2890 4178 2981 2106 1512 1843 866 1498 980 968 772
2539 4019 1849 4551 3980 1811 4852 4374 3102 5054 2956 2326 3921 3414 2697 2394 2325 2880 4056 3384 705 760 444 768 860
1115 1030 1158 760 1704 950 570 1207 727 384 949 731 936 396 800 1179 1325 1337 1213 949 1448 1723 1546 1764 2392
3403 2776 5847 5084 5678 4193 4824 3056 6452 6291 8042 3928 2555 2666 5306 6168 7365 4139 8778 6490 6277 4513 6686 5916 5100
2936 4240 7179 4680 4596 2839 5986 4930 5806 3387 4530 5956 5755 3505 6370 6189 3540 3656 7896 3180 2198 3958 2813 2383 4770
4221 3821 3046 2876 3719 3909 4015 4597 2226 2686 3890 3646 1908 1981 2777 2902 2157 1804 3074 4545 4556 3616 2614 2826 2705
9737 9030 12229 21657 11893 11092 12654 8534 9305 18828 10546 13340 6610 6414 14525 13726 7614 22253 9749 11280 6224 5599 7710 9683 9290
1413 1901 2398 1346 1411 2091 2459 1094 936 1117 2398 2080 1875 2134 747 952 1164 2235 2452 2107 1953 1999 1651 1704 1692
2360 3309 2689 2390 2371 2239 1502 1581 1889 1718 2404 1205 2192 2627 1365 1925 1376 2851 1263 2196 2525 3793 2313 4238 5698
150 110 156 88 130 101 260 115 80 155 92 192 239 111 184 158 182 115 26 118 1446 2120 1214 1673 2081
1043 1467 1198 1548 2429 1278 1395 1600 1225 1094 1185 1904 1466 1299 2091 1332 1561 1393 1917 1850 1143 958 1339 2228 1685
4736 1687 4196 2124 2910 2644 2670 2768 3164 3157 2233 4663 3034 3978 3575 1972 2357 3329 2703 3019 348 894 821 474 645
2290 2978 1333 1674 3942 2156 5850 2877 1629 2606 2582 2378 2580 2297 1110 2394 3113 1798 2817 4558 3038 2897 2058 1781 1365
1482 1443 1482 2158 1640 1909 1769 1480 1849 1208 1722 1695 1425 1763 1111 681 1205 1699 1624 1902 4321 3048 3220 2168 3338
563 1254 544 1222 791 1151 586 1469 593 1076 495 749 752 776 700 1244 1079 595 510 1088 3555 2944 1409 3877 2379
6095 7248 5304 5341 6311 7155 2286 7408 5525 4763 3209 4824 6159 3992 3656 8046 3200 3543 5462 4103 8073 9384 10197 4064 9463
1626 2819 2537 3218 1379 1650 2176 2179 1903 2850 2902 1660 1954 1184 1913 1773 1962 1508 4158 1618 5245 4245 4777 3842 3134
1151 3401 2585 2418 3121 3810 2231 1554 2074 2896 1607 3702 2846 1673 2914 3567 1867 3321 2940 2915 2810 2862 2087 2432 3894
646 495 404 370 566 394 426 645 344 567 922 460 354 607 648 835 1001 597 565 625 2695 4831 3567 4130 4452
4085 4639 4359 1862 9444 3156 5827 3372 2181 3804 3311 3712 4411 4641 3779 3880 3666 2574 3429 2400 1932 1930 3607 3003 2071
4306 5224 1527 4526 1801 2264 2495 3153 1746 2802 3389 2969 2710 2236 2217 2739 3478 1607 2585 1723 2251 3742 3751 5264 2766
3007 1794 1965 3767 6529 3742 5226 4487 6391 4310 3061 2792 2572 6498 2919 2752 4966 5997 4092 5147 1947 1272 2411 3000 2718
623 429 718 971 485 950 450 528 453 571 1247 561 808 589 799 1060 964 867 557 735 1717 1178 4103 2287 1234
1014 369 548 686 474 617 1268 382 869 1186 693 638 612 567 474 1003 929 711 1257 541 7386 5672 6438 7924 8458
1101 1654 1923 1040 1563 638 1091 1448 1624 1365 1430 1393 925 1341 1254 1264 1083 1692 1309 1200 1826 1282 1350 2460 3342
1963 4031 6409 3183 7743 6697 5823 3062 5868 4532 3894 2084 4823 5136 3431 2631 3809 4371 8428 3434 2192 2565 2444 2392 1807
1421 1650 1975 1704 2623 1158 3038 2416 2912 2438 2093 3102 2247 1173 2133 2766 1528 1798 2616 2040 3696 6070 4367 7664 5643
4993 3633 3264 3244 8643 5886 3069 3382 3859 5628 6614 3522 4806 3104 7329 5009 3225 2731 2294 3938 6928 5661 7282 5014 4278
1203 2000 1077 1145 1118 1420 1216 1404 1482 2180 1415 1389 1616 1151 2828 1364 1380 1198 1906 1450 1575 1815 771 2924 1252
2139 3081 2772 3165 4139 2876 2616 5842 2084 4157 1667 3244 3792 1616 2675 3074 3682 3522 3408 3526 1276 2396 2428 2406 1496
7327 5007 3046 5988 4387 4341 7812 5004 9349 5349 7992 4546 6814 11629 3543 6445 5198 5885 5129 4454 1510 1323 1937 1487 1708
2350 6903 4213 5626 7790 6660 5228 5102 5774 4507 3519 7126 4354 8301 4569 4910 9903 7568 5587 5488 11234 6311 7195 6602 4432
4237 2712 3239 3719 3029 3214 3610 5099 4246 1743 5530 3638 2659 6209 2213 2269 2879 4131 3518 3744 2009 3744 5788 2524 4962
198 134 438 144 251 174 139 182 193 74 199 218 348 264 79 166 188 170 291 114 842 1026 981 1036 752
695 532 1121 886 1108 1152 1288 942 641 496 1659 670 736 1122 1058 540 600 917 916 1437 4893 2736 3886 6678 7372
3302 4719 2186 3423 6264 3848 4680 2887 4471 3449 3634 5608 3032 2261 3144 4238 2867 4123 3880 2447 5281 3891 3043 6081 3953
5639 4986 3329 3444 4570 7150 3106 2776 4976 3239 6781 4514 4279 4807 3395 4827 3305 5263 5330 4254 3264 1562 1807 2930 2459
1916 1132 1572 1694 1979 979 1900 1514 1110 1209 852 2428 1209 1381 1901 1685 1040 1559 1571 1939 888 514 375 777 513
2597 7330 7136 9810 5708 6342 5655 8270 10414 4913 5023 5662 10042 6576 3679 6552 3433 5305 5316 5815 3559 7655 5714 4241 6295
3082 2737 3572 2757 1670 3591 2694 5859 2981 2437 2483 4519 2346 3008 2916 2068 2768 1725 1862 2016 2458 3052 2044 1656 1098
2122 1377 2271 1854 1446 1432 1333 1760 1080 1729 1583 1724 2002 1871 1324 1239 2748 2045 1525 2160 2671 2069 641 1956 1390
1731 2324 1749 1160 3361 1276 2320 1001 1641 1942 2116 1430 2202 1570 2045 1253 1320 788 1537 1364 4323 7004 7696 6426 5317
1659 1330 1634 1450 2533 3039 1686 2409 920 2130 1602 2314 776 1769 848 750 2236 1311 1724 1675 1193 726 829 770 1493
3258 1892 2061 2121 2123 3364 1545 2223 1976 3447 3367 2817 2902 3266 3924 3325 3338 2667 2336 2491 2643 4357 4345 2357 2183
4662 2589 2891 4980 8809 2710 4049 4503 5438 7247 4115 5998 3094 4275 7599 4331 4869 5888 5468 6684 2384 7742 3661 6259 4235
2971 5641 4282 2432 3835 4196 4628 1797 1801 2922 2870 5595 4689 4110 2902 1951 2603 2109 3251 2194 1936 6167 4418 4988 5558
2049 1510 1374 1134 811 789 1742 1674 1783 1223 897 1860 1104 1458 1167 1002 1023 1138 1271 606 3353 2403 3775 988 3542
5164 7400 7141 9584 5419 7442 6623 12310 13465 5039 8757 7297 9611 4865 7137 7125 4228 10252 11065 5112 2823 2640 4162 2518 2622
1243 1019 1058 1116 724 630 1017 1432 951 577 464 645 744 592 763 881 934 970 1074 758 2442 3442 3111 2102 2272
3013 4165 3738 3788 5386 3200 3266 2263 3405 1321 5062 2926 4808 3933 3912 4694 4871 2379 4713 4995 700 1168 871 660 580
1517 786 849 1255 1949 1588 1162 642 803 1138 961 1552 1037 909 651 941 1281 763 1074 1275 1696 2954 3985 3739 2619
3686 3224 2462 1780 3391 2696 2888 2743 2667 2000 2804 1460 2671 1842 1648 3387 2176 2090 1440 2442 3898 2859 5886 5349 4769
2668 3810 4921 4226 3700 2577 3839 3611 3313 4293 3662 4616 1498 4350 1948 2044 3940 4492 4803 3072 1970 2844 2532 2146 2434
9428 3959 7103 11834 5414 5697 5742 3027 6416 7050 11435 7191 2911 7465 6798 9526 6540 5681 3719 4719 4139 4088 3721 3145 9063
331 614 638 366 1305 707 584 597 419 569 636 420 801 484 907 591 580 484 810 811 1758 2046 1833 2375 792
4487 4601 4724 5481 9246 4625 5781 4178 5135 4877 4347 4322 4534 6075 3871 3613 6410 5745 8561 5326 881 848 764 1276 1137
4848 4067 3913 5653 3062 4466 4981 6310 5661 5637 6835 4770 7905 7911 3672 2577 3170 6670 3449 6105 6798 7204 6878 5483 3927
349 377 431 345 418 398 451 667 425 539 366 252 618 399 284 417 511 506 426 373 4410 4664 2899 4913 6711
4943 2910 4948 3842 4002 2936 6656 5815 4628 3997 4803 3489 4168 5364 2945 5220 3590 7011 4909 4819 2773 3855 3248 1483 2819
2355 590 1893 1933 1444 1991 2621 2621 1297 2553 1873 712 1416 2202 1910 2190 2227 1820 1758 1641 898 536 1621 1553 1466
2339 2294 1811 1994 2041 2007 1613 2051 1470 1383 2669 2692 829 3026 1862 2199 1688 1508 763 1614 5710 9477 5510 8866 5424
2967 2105 1793 1569 3435 1902 1549 2887 2776 1287 2710 2323 1913 1832 2450 1662 2275 1547 1625 2149 50 89 126 141 124
1388 796 1954 1655 2213 2244 966 2672 2000 1501 2389 1099 1744 1982 2014 1730 2472 1248 1856 1473 801 794 704 1315 885
754 880 728 956 811 992 685 506 1025 827 1174 500 1203 644 568 1203 978 1191 1353 1018 651 325 466 368 460
1844 3194 2663 2160 2018 2987 3419 2448 3474 3051 3130 1506 2095 4897 2982 2539 2425 2427 2341 2247 2695 3617 3380 2897 4196
7457 6015 18367 14959 17051 19230 10583 7957 9222 16189 12051 10285 12862 8768 16602 8181 14359 12136 13005 12452 1333 1002 1856 2486 2752
2943 5860 7839 4534 4412 3626 3826 4363 4198 2481 2830 3462 2820 3530 3316 4608 5018 5734 4109 4950 847 1420 1083 520 1568
3151 2207 877 1163 2445 3988 1416 2313 3721 3369 1597 3843 3758 2701 1565 1695 2088 2928 2008 2031 824 1205 1018 515 686
2731 3453 4514 6627 5289 7083 7573 5883 3926 6591 6575 2509 2072 2502 8308 5515 6485 3052 1616 4797 5460 7600 2451 4544 3243
1698 2202 1817 1375 932 2779 2024 1816 2713 1538 1382 2785 3741 2088 1625 2283 1658 2350 1220 1769 3156 3015 1652 1914 2679
1569 1384 1362 927 2342 2492 2668 1010 1772 1876 1376 2128 995 1929 1091 2186 2808 2027 1610 1926 4083 2753 3004 3309 1461
208 62 131 137 80 223 157 177 106 130 140 156 119 136 170 98 138 61 178 196 3673 2058 1925 1452 3107
4097 3497 2985 4860 4518 6699 4812 4463 6771 6650 3878 3441 8565 4926 7127 4124 5139 3823 5572 10940 2225 2542 1573 2500 1872
1282 1342 903 733 843 864 1609 681 1153 666 1265 872 825 1209 923 987 672 1228 932 1157 1924 3109 3861 3191 2766
12038 7810 3452 9643 4692 9599 8245 8006 9810 7820 7734 5212 7780 6203 4614 6887 7035 5254 6771 12909 2203 4756 7159 2743 2615
1141 1704 4669 2386 3331 1803 1750 2700 3736 1489 2664 3964 2165 1638 1515 1361 2203 2716 2502 2244 5584 6926 4169 5936 5533
11940 4462 5180 2241 4514 7532 6232 6897 5122 4391 5493 3663 6995 4129 4414 2714 5377 3282 5011 3596 1743 1900 1705 2326 1539
1651 2008 2549 1407 1228 1354 2990 2374 3163 2767 1933 731 2002 1364 2538 3405 1172 1902 1776 1347 3112 5943 3851 4629 4049
2489 3375 1969 1663 1579 2138 1549 2276 2550 2249 1780 2174 2055 1391 2086 1357 2810 2532 2921 2504 2780 882 1033 2076 1933
1484 3196 2076 1200 3418 1969 2568 1003 3431 1190 1889 1977 2907 1841 1655 2203 3580 1204 2233 2558 100 88 143 239 145
1229 1268 1048 629 1065 808 1679 598 843 1284 544 890 1223 976 1574 965 624 1582 1346 975 9855 9868 14152 11584 6603
2860 1994 1594 3819 3110 4080 3427 2023 3731 2325 4612 3089 2450 3129 3161 3481 2711 2697 1199 2994 1647 1506 1750 2563 1039
481 548 493 421 461 835 559 764 530 644 342 689 701 818 688 513 442 628 531 822 2259 3105 4303 1705 951
1507 1738 1146 1499 1092 2296 1971 1067 1247 1335 2086 1633 1333 1301 2442 1450 1305 1554 1188 1178 2220 2083 2163 1843 1968
3314 4717 7139 3332 5174 5559 2869 4904 5771 3738 1582 3493 4220 5446 4596 3581 3036 3616 2773 4510 6205 5580 3369 11686 7527
1715 2129 1398 3117 2985 1183 1852 2675 1772 1987 2020 1672 2493 3546 2215 1812 1393 1193 1990 1352 4315 5250 2772 2158 4522
8781 6095 5014 5286 5092 3540 3692 4163 6775 1817 3764 4714 5483 4321 6267 4569 4052 4467 3779 4022 3031 4137 2626 3172 4024
1391 1950 1516 2291 1127 1576 1454 925 2124 1521 1580 1293 2484 1428 2145 1243 1221 1538 705 1687 1784 1475 1503 2227 1983
2374 4294 5146 6615 4717 4753 3824 4306 3797 3637 4250 5367 3092 3733 3895 5623 3041 5381 5043 3121 16191 5714 6184 9896 4043
1960 1112 1562 1287 3201 2107 2052 1465 1916 2134 1780 2276 1745 2164 1246 2179 1561 1886 1742 1844 4914 4703 4104 6134 3360
5491 5470 4041 5685 4106 11436 5086 5772 6296 3705 9540 7824 8541 8789 4579 8389 9252 7393 5674 4514 1764 1707 1147 3130 1589
5063 4239 2921 3030 4245 3103 1873 5691 4606 5285 3719 3739 1639 2683 1470 2744 3219 4925 2597 3625 3770 3753 4642 1785 3599
1051 1980 1617 1682 2823 1449 3186 1872 2111 1548 1483 1311 1925 2168 1793 865 2065 2703 1903 2596 3488 2729 3813 2209 2869
3930 3199 3510 3680 2621 3262 1984 3553 3874 4807 5197 2961 4458 3127 4836 5816 4599 1808 5926 3540 713 1317 927 1336 1034
4090 3685 3299 2783 4075 5548 3977 7245 2400 3235 5357 3095 1574 4701 3400 4047 3893 6246 3332 3538 1265 1625 1098 1897 1511
774 1416 1351 1206 1122 660 600 880 1267 583 1027 1220 886 1033 850 492 531 518 738 651 757 816 918 554 681
2966 4449 2938 7014 1947 4715 2470 3102 4620 3539 2059 3174 2386 4241 3753 7113 2998 4521 4999 4394 9192 4268 6033 14406 11852
481 343 556 386 323 623 448 513 406 489 487 320 386 447 549 337 376 416 273 370 515 438 437 359 563
2208 3272 3490 2827 6101 2829 3683 3086 2286 3303 4428 4162 2749 1364 4112 5087 4036 2889 4613 3980 4360 4583 3731 6109 4653
4826 4925 5643 4216 6620 3578 3461 7260 6628 4131 4594 4066 4088 5875 6269 5505 3205 4740 3812 2317 1374 3421 1858 924 1929
7118 4375 7846 3701 3405 4191 6638 6909 4276 3956 4357 2024 3834 4687 2789 4757 4352 2773 7056 5782 2213 1646 2238 2757 1086
6055 4401 7051 6145 8247 4608 3878 5169 5367 3963 5540 4845 1643 4374 5059 2505 4856 3466 2429 4839 3773 1738 1646 2712 2960
626 450 410 930 793 618 475 706 724 372 588 569 790 697 353 531 521 750 581 556 657 721 850 737 1387
1450 2104 1761 2776 1242 1382 1767 2212 1936 1637 621 1357 1236 806 2197 1355 2906 1601 2041 2034 4267 3246 5295 4858 2966
4661 3709 4045 5562 3175 4033 8076 7416 6183 3623 3143 2459 4235 4196 2865 4434 4284 3106 3341 4117 1486 826 1425 1160 1557
913 878 1289 1599 1080 787 1441 630 1272 776 623 1082 877 626 832 800 916 399 1102 664 865 2116 2513 2482 1191
11312 5012 5321 11641 6903 6536 5859 7247 6339 3336 8894 3366 7980 5235 8966 7266 5598 9507 7754 8341 5805 5072 3586 3859 1779
9506 6895 6560 10310 10036 7433 5580 7338 4262 2232 2707 6742 6200 6269 7631 7310 6697 5723 7506 8823 1609 1768 3336 2934 2571
915 1412 839 891 1344 1111 1109 456 1045 1490 1323 1441 379 1113 744 834 1118 1052 542 1297 2043 3422 2040 6104 2098
1788 2101 1513 2015 1642 1575 1388 1696 1954 1841 1764 1871 647 1135 1480 4258 1370 1656 1154 2555 1051 831 721 537 727
2790 4431 2099 3950 4383 3091 4933 3361 3280 2155 2779 3239 2120 6096 5783 4707 6915 3748 5209 3968 2082 2041 1154 2308 2058
2147 1723 2147 2973 2769 1573 2490 1548 3347 2057 1543 2851 2972 1488 994 4330 2478 2106 1712 2776 2477 1921 2768 1360 1556
7306 4277 9167 5605 6069 6218 9266 11846 9326 9468 8268 9027 10672 7515 11657 3267 5899 5109 8609 5110 1910 2963 2262 1224 1785
927 2930 1053 2554 2651 1560 1197 1135 1588 1500 1450 2076 1058 1437 1862 1861 2059 2249 1684 1519 743 1878 1541 947 1628
8463 6383 2980 2715 3206 8617 3656 5638 3118 6116 2014 4352 4693 7425 3231 6908 3868 5406 3759 4126 1224 2314 1534 1414 1986
2819 6171 3394 2455 5446 5626 3975 6750 5826 5211 4577 6812 4035 5539 6289 6163 2916 4638 4051 5537 2173 2116 1938 2684 1992
609 1283 924 596 755 1221 848 796 1067 514 976 881 1313 523 1279 925 1047 1025 766 1905 933 1560 604 1285 894
1097 1640 1205 880 1581 1619 1038 1116 831 1509 1366 726 840 1810 973 727 2105 1003 1024 1494 2111 1524 1779 622 1751
3937 3156 4065 3002 4183 2940 1469 1963 2218 4263 3257 3674 2544 3288 2506 2358 4126 3175 2460 5237 2906 4879 4059 4107 1927
1281 1916 1623 2557 2688 1783 1641 2586 1753 1815 1235 1539 2789 3388 2152 1068 1659 2980 5237 1935 2333 1970 1976 4477 1880
1478 2634 1531 1557 1394 954 2009 1121 1039 1258 1288 1174 1764 1142 1296 1139 1998 2001 1170 1319 3096 1491 2260 2225 1794
5096 4083 7250 4095 3950 3614 6687 4733 8564 6006 6125 4469 5398 2935 4522 4752 4887 4078 5141 2936 1522 2220 2054 1571 1512
2881 4185 1963 3132 3201 1836 1815 3083 5994 3144 2818 2014 2699 2132 3722 2475 2995 2744 2852 5470 4226 3321 4279 2331 5270
3557 6901 3273 3717 4459 6968 3200 4164 3261 5837 5798 3377 7757 6457 6416 4718 7863 10250 4891 5964 742 534 580 531 671
983 1568 1629 2585 1335 2500 1051 1552 1761 1076 1648 1611 1012 3706 1689 1909 871 2598 2042 1821 2612 1901 2142 2291 2663
1668 2190 2972 2735 2942 1847 3203 2460 1722 3028 2232 2748 2883 3486 2855 3211 1525 2840 2768 2136 2523 2404 1957 2241 2527
2532 1508 1272 2378 1336 1546 1395 1591 1717 1151 2347 1968 1402 1375 2814 1563 2076 1538 1825 1806 1915 2073 2885 3857 3905
8214 6345 6762 7422 7940 6503 8275 6412 7360 6181 5276 5952 12796 6255 4749 5896 6779 2860 6098 12730 1456 980 742 950 1595
17766 9119 9946 9223 10720 18474 12619 11516 13891 18970 12550 9558 18162 15916 16541 14524 18849 11356 10834 9842 1482 1275 1629 1304 1582
903 713 932 1027 600 898 1106 843 1314 854 892 793 635 758 952 1142 595 801 630 399 5654 7115 6626 8579 6632
