S1 S2 S3 S4 S5 S6 S7 S8 S9 S10 S11 S12 S13 S14 S15 S16 S17 S18 S19 S20
578 777 466 427 383 1034 700 2067 423 874 1275 724 1457 1064 532 711 422 612 1213 779
1427 5278 2127 1731 1525 5025 3316 6367 5080 3777 4039 9288 4085 8217 2633 5558 1504 3103 8743 3869
751 1152 1113 822 549 952 1406 1597 683 1306 837 2461 1457 2818 751 940 820 664 3081 1890
784 1702 881 957 737 1130 1320 2901 1319 1373 1888 3698 3759 3832 1021 2193 1879 1169 4122 3904
310 678 237 174 276 858 308 1235 233 943 254 865 416 334 177 486 261 170 484 503
1432 2488 960 465 549 2423 1263 4534 686 1983 1107 3138 2831 4065 1674 1420 1857 1170 3421 2314
787 1998 569 571 528 895 1220 1419 676 1276 746 1220 1551 1673 1022 995 588 643 1253 1655
883 1531 1235 870 746 2818 2022 3479 1080 2087 1373 3985 2330 4954 2770 2242 1691 2328 3518 4218
1014 4448 1095 1880 1349 3403 2128 3858 992 4003 2001 5448 2875 8109 1551 5248 1724 2299 2914 3320
2495 5892 2047 2395 1655 2908 5069 5784 1778 6041 3461 7652 7866 11028 4289 3578 2337 3834 6972 5644
1086 2402 2815 1012 1219 1197 3009 2182 1435 2866 1426 5544 5579 7764 1622 1955 1537 1491 4382 2226
1462 1828 1990 1864 1431 2914 5707 6891 1274 7671 3653 5295 5776 6779 3085 3312 3078 2889 2488 5670
464 705 517 403 400 816 579 994 569 2347 819 1258 1823 3246 884 877 500 871 986 1110
1231 6782 2799 2903 1362 4974 3819 4622 2068 3358 4482 9672 5836 6784 2072 3577 2091 2470 5678 2452
1300 3065 1820 1414 1484 3512 1983 3397 1242 948 2597 3672 5250 6646 2008 2004 1518 1604 2663 2311
1046 2468 2372 873 986 5324 5754 4765 1931 3614 3542 5717 6659 6247 2840 3926 1409 1551 2208 6878
645 2447 595 1863 1122 3364 2205 2722 791 2634 1698 3948 4748 4586 2019 1575 1515 1906 3782 3138
391 1306 987 978 720 2109 1470 2241 652 2306 2223 3050 2716 3369 1398 1544 1316 1324 2885 1207
928 1743 1174 2418 1097 5899 3721 6904 2175 4443 2301 4759 2996 5793 1849 4331 1491 1196 8493 3232
436 1700 708 739 758 1969 1640 1779 804 3192 977 4115 2521 3081 1263 623 895 1113 2418 2849
1614 5298 4320 3131 1323 2617 4565 5907 1284 6376 1996 9926 9961 9416 3854 3407 4203 3359 7358 8447
648 1700 1395 556 981 3563 2681 2354 1072 3872 1237 2773 2369 4305 1634 1719 1634 1517 2807 2537
2481 5617 1950 3172 2011 3788 4514 8995 2067 3692 4919 8161 5727 10185 3284 3911 4158 2216 3742 8732
1425 5828 4150 2834 1822 5908 10062 6807 2182 12396 2800 9376 7216 8829 3745 4525 3239 5215 5783 7389
1760 8558 2178 2421 897 7692 3654 6791 1575 6629 6752 4809 6692 13130 4043 5456 2727 3764 5388 8616
462 1100 978 534 678 2207 2041 1933 881 2171 1343 2922 2916 3208 890 1041 1292 1160 1576 2319
201 626 575 621 300 551 934 821 228 792 876 922 1925 1060 706 285 458 324 1401 952
266 2504 1813 436 773 2297 1659 2267 869 2122 1549 3760 1835 2410 1927 1959 1207 1132 1695 2029
2138 9716 3488 1936 1606 5466 5388 7928 1728 7510 6627 11895 7623 13410 6093 3310 3680 1518 7145 7825
767 1943 850 910 975 3391 1633 1800 790 2471 735 3015 2718 2839 1332 1039 1326 2524 4251 2228
337 615 520 464 371 809 635 1466 281 886 445 907 1156 1388 722 593 625 363 1028 949
1370 2189 917 1921 1076 4176 3931 8817 1502 5337 2003 4433 7031 11522 1650 3083 1545 1715 3207 3207
268 1187 670 307 321 1176 860 806 540 951 827 1193 1126 2293 565 1011 604 740 1866 1779
2495 3291 1048 2006 2044 5331 4477 3304 3230 5774 2988 9669 11442 12298 5682 2895 2697 3102 5825 6442
769 2485 1045 1256 835 2719 2459 2907 855 1534 1293 3490 2606 4344 1253 1279 889 1004 2561 3085
442 2758 1020 755 944 1626 2028 2479 842 2683 1112 2249 2954 4314 885 1891 893 954 3209 2999
173 633 339 195 149 397 357 1193 258 460 226 601 866 631 352 366 146 378 655 727
1724 3164 2093 2055 971 4051 2801 3308 2105 4094 1184 3826 6117 8268 2016 2721 1486 1577 8334 3393
1260 5415 1755 841 1109 2603 3775 4821 2368 2268 1683 7627 2129 4447 1535 1211 2791 1788 3993 4841
1240 3115 1537 1803 1284 3630 5348 5345 1962 6673 2371 7754 4618 3638 1898 5296 2347 2402 3892 4212
1484 4283 2671 2406 1333 7320 3987 6218 2382 6402 2106 7938 9095 6841 2388 3206 1743 1300 6666 4781
760 1713 1149 1392 1384 2834 2268 3783 1597 2928 690 2737 3451 2725 1881 3335 550 1157 2788 5356
75 216 46 42 100 225 65 118 76 232 91 283 157 332 82 144 88 89 197 124
1084 2407 3024 1575 2332 1808 2500 5781 2892 4618 3277 6162 7430 4863 3090 3253 1962 3147 4894 5407
334 879 759 350 357 644 997 1244 388 832 637 1060 1006 1640 887 849 465 282 1083 758
1373 1718 1532 1035 972 1718 2112 3491 521 3503 1802 4072 4291 5367 1883 1661 1097 2770 4800 3877
451 1900 690 721 695 3252 1304 1651 457 3082 719 883 1821 1799 779 844 510 642 2199 1482
233 322 386 355 188 786 423 1168 124 945 721 2097 1520 683 236 762 488 300 1517 1182
678 1132 503 410 249 821 705 1270 673 954 543 1383 1929 2247 1023 918 446 835 1316 2125
2046 4484 1997 988 2058 2789 3258 6601 1376 3574 1782 3829 6596 5070 1998 2205 2621 3764 6151 6138
876 1544 1193 880 856 2123 1915 3595 1652 3253 1774 4090 5061 7085 1850 1516 2129 1616 4292 3670
172 378 118 161 206 396 239 685 94 522 221 589 609 680 159 242 280 189 471 356
360 677 269 276 193 479 435 606 295 790 636 826 1085 988 522 694 337 322 636 871
2489 12695 2597 2738 3090 8246 5537 9978 4208 10087 7622 9891 11312 13407 7382 6292 5179 5121 8937 12822
1765 5232 3689 2505 2000 2589 4942 5033 2127 5314 1983 7326 6164 4917 2770 2726 4120 3464 5452 5764
906 3490 1808 1598 721 5059 2409 3097 1592 1462 1588 7204 3428 4180 1766 3309 1933 2852 3037 4244
3399 8471 1883 2794 1828 6867 4875 6701 2261 9675 2204 5739 8249 7932 5900 8487 4770 1490 6426 7579
460 1215 762 752 634 1774 1382 1429 710 1895 910 1596 3206 2158 912 815 1212 842 2181 1195
423 628 546 507 515 1126 1472 707 559 1603 915 1211 975 1566 486 785 785 1461 2326 1032
2125 7732 4353 1963 3336 8460 6649 6663 4153 10954 6164 16780 17378 15677 3942 6745 5560 5059 9293 7719
860 2333 2469 1434 1064 4268 4081 4107 1403 3864 1146 2387 2166 2506 1260 1431 914 730 1663 1969
400 1155 613 638 257 1738 1858 2121 594 1950 482 1827 1039 1861 1233 1244 813 775 2033 1973
514 1780 1164 333 382 1552 1635 1586 1163 2604 1513 1626 1882 1432 1257 1494 1255 1285 4161 2408
607 1622 1398 837 1576 2216 4124 5359 722 1525 2060 3707 2605 3375 1661 2133 881 875 2845 3448
316 1015 460 568 225 1042 950 1177 361 689 918 1568 1314 1595 872 783 385 559 1900 1074
159 702 393 320 218 441 970 1119 318 670 658 1024 816 890 600 412 590 676 1172 875
989 2467 2156 828 903 2803 2630 2748 1666 4744 1247 4750 3168 8067 2028 2215 2446 2330 4125 2693
299 1101 991 620 636 2006 793 2219 693 820 1122 3486 1813 2737 1101 860 843 957 1663 2150
2549 3814 3258 1946 1190 2288 2328 4775 932 4771 3322 6003 5022 5968 1974 3180 1924 1477 4421 4996
177 653 200 172 360 496 550 572 266 485 412 918 838 679 437 456 341 492 860 680
1554 2513 2442 1244 2321 2777 4836 2478 2226 2297 2784 6856 11154 11230 2893 4694 3614 1534 8682 6343
811 1745 1471 445 765 1645 1919 3208 774 1892 1263 2297 2062 1729 2173 1540 839 1238 4024 2715
658 1773 951 1013 1054 1513 1263 2340 1210 2280 1008 3548 3148 2780 1459 1251 880 1270 2690 3085
382 1594 1010 381 336 1702 1174 1795 460 1330 1064 2507 1370 2342 971 701 731 1001 2345 1425
373 2683 1012 479 1392 3077 2881 2789 887 3008 2031 1967 4409 2251 1325 2959 1304 1340 3483 2368
274 1799 1218 635 669 1918 2046 3328 1130 3521 942 3007 2541 3260 1434 1779 1821 834 1800 2045
1553 5065 1952 1473 1782 4311 5325 2754 1055 6358 5169 5628 3984 4109 2415 6303 2800 2888 8597 11228
663 1988 1158 696 1487 3724 1630 1678 627 1969 3918 8460 8151 10816 7945 4530 6251 6069 9682 2836
697 2857 1046 688 646 2283 2625 1940 596 1999 1828 5305 3797 5132 2078 2054 1970 1916 3495 4072
1732 4490 1821 1920 1736 4690 2874 5379 1899 5564 3097 4314 5295 6614 3124 2513 3063 1629 4744 3602
879 3913 1467 1827 920 4258 3684 5606 852 3296 3350 5261 3867 4996 2665 3541 2140 2719 6040 3793
2715 6676 3305 4173 3447 7657 3920 9990 4067 9004 2542 14265 14771 14090 6534 7226 3452 6692 6939 15388
185 915 585 485 658 1155 1481 1815 528 1662 932 1688 2552 2209 1269 1024 1706 823 3041 1096
1122 3892 1109 693 857 3084 2793 4166 1758 2901 873 4439 2338 3058 1245 1390 472 1165 3275 1504
672 978 532 513 465 1207 1629 1738 434 2077 941 2671 1914 1129 705 1094 483 551 1565 1204
199 633 132 290 366 451 507 677 246 560 704 519 775 778 426 213 443 410 432 768
4109 5684 6680 2609 1629 9199 11063 14484 5719 5930 5129 13336 8118 22303 7254 12187 10315 3188 24328 9014
873 2402 1441 670 1084 1948 1841 1651 840 3478 1066 3396 3234 1981 841 1332 1388 532 1625 1800
1234 3966 1037 981 1272 1485 3666 3542 1366 2667 1306 3621 3703 3845 3804 2815 1425 2460 4883 3428
162 703 571 135 250 479 554 824 192 732 566 509 655 637 361 841 470 450 1248 605
3911 10634 2946 4502 5553 10440 9194 3577 3925 5428 5902 24597 8774 15534 7102 8019 2501 5461 12421 7593
1873 5186 1643 887 2921 3666 4569 6079 2745 4611 2573 3735 8183 6507 3699 2269 1587 3072 9434 2498
2393 4045 2243 1437 2087 5616 3309 5774 674 4342 3455 8141 5587 5457 5136 3641 2809 2392 2524 4628
222 406 225 275 247 1031 549 998 220 888 542 1001 995 1312 843 858 545 511 1234 877
836 1728 833 491 493 1008 856 2623 350 1317 794 1871 2675 1899 1255 1920 620 736 1324 1613
410 873 558 341 251 707 949 808 343 915 243 1456 1240 1673 771 718 640 494 1409 1237
726 3415 963 1289 691 3001 4897 2593 1470 3829 1436 4969 1825 8049 1138 1756 1140 1157 5319 1898
1658 3456 2122 1413 1341 4655 4782 8492 3150 5998 1396 2715 1907 2036 1238 557 985 539 2691 1117
864 2911 615 788 786 2049 1764 2124 535 3071 1008 3223 4309 2839 987 2285 1493 902 5006 2682
1250 2207 864 748 870 1048 2680 1914 894 1489 1386 3460 3277 5220 2061 2598 1258 730 4031 3232
402 907 623 284 378 828 607 1907 361 975 357 812 1367 1046 487 777 725 440 1570 1100
655 1513 733 475 599 1012 1144 1223 536 1512 924 2184 2095 2013 925 1782 987 858 1778 1890
1153 2566 990 759 508 1548 2248 1403 971 2015 1423 3957 3640 4987 856 2663 1068 1053 2605 1233
656 2626 998 876 1026 2808 1379 1667 1182 2503 1899 3241 3531 2848 2661 1481 642 485 3381 1212
2624 9051 4043 3798 3279 8116 9254 16384 2502 7363 11270 12923 6988 16827 9969 10536 4532 7049 15182 20087
1588 4477 2693 1645 2378 3387 4048 5206 2337 6442 3151 3955 5096 8475 3987 2334 2336 1119 5343 4384
1891 5517 2250 1600 3689 3635 5305 6886 2451 8124 3764 10168 10384 7814 5605 5640 3557 3798 7227 5185
1447 3757 2618 1423 2007 2422 3318 3722 1478 2396 2003 7667 4986 6554 2148 2228 2367 2245 5736 3603
2379 6652 1523 3270 2838 8254 5462 9121 1762 6681 1842 7937 7041 12611 2792 6738 3034 3088 12942 4275
811 1395 1085 1105 385 2908 1286 2857 703 1869 941 3274 4319 2869 605 848 945 1188 2806 2382
2639 5826 4097 2426 4164 10292 5351 16958 2120 3745 8683 14606 15526 11805 10385 4555 2615 3216 13373 8064
1369 2814 1824 1840 1248 2866 3760 4532 1430 3206 2635 6030 3923 6093 2945 2527 1675 1513 4057 3795
1807 3976 3087 1933 2170 4049 6568 9263 2068 5397 3818 10710 7591 6822 2669 4469 3805 1738 6830 4185
891 1948 758 633 1071 1496 1952 1692 343 2655 1035 1997 3337 2107 992 2022 512 808 2030 2242
884 8268 1113 1820 2012 2879 7099 6260 1622 2625 3241 7383 7601 8804 1884 3611 2503 3849 5655 5576
750 892 1460 390 320 739 1362 1769 314 2199 1130 2133 838 1301 942 1293 1011 372 3478 848
699 3090 1226 1303 697 1830 3030 4557 1149 3826 2010 3260 4684 5025 1935 3215 1499 1793 4371 2170
462 1871 567 1128 775 2713 1006 2344 732 1589 903 2704 889 2116 1032 897 384 507 2127 1361
1188 4663 2090 1059 1706 2481 3574 3112 1111 3206 1697 4610 6845 3979 2828 2668 2503 1564 5515 6248
815 2456 916 1635 1295 2330 1622 3403 1033 2036 1700 4031 4186 4348 846 3363 1576 1901 3843 1983
2563 6613 2295 1887 2471 5971 4578 3988 2350 3484 2152 5356 4167 8566 2611 4279 2215 1849 8974 3587
442 1321 383 778 580 2052 1318 1598 678 1674 3005 6127 9998 6631 3372 3102 1824 4017 8386 4600
1833 5946 2328 2974 1950 6275 5392 9689 1819 3803 4848 11010 6932 6065 4987 4810 2948 4982 8274 4864
1633 3385 1405 1649 1158 2552 2777 3769 2657 4196 2169 7695 4041 6484 2997 2125 2203 1384 2060 2306
338 1017 328 298 350 543 383 596 438 663 651 1125 1032 1208 435 319 227 447 1466 1086
1983 5458 1806 1436 1008 3812 7091 6991 3001 4996 4440 6882 8963 6032 4955 4491 3324 1641 5513 5196
325 1970 246 385 535 992 462 2264 577 813 1208 1002 2068 933 794 743 857 1285 1110 965
192 771 513 208 428 557 850 1051 190 615 492 1139 864 1305 888 555 473 369 1378 762
439 1274 471 513 871 865 1131 1409 208 1112 907 2573 1378 1849 682 1322 505 474 1950 1914
442 1169 502 390 761 1571 998 1286 666 791 744 1610 1177 2103 544 1193 661 380 1122 2385
2874 10092 9993 1509 6645 10751 8200 14272 4237 11167 4632 23785 17457 12126 7670 8233 6411 7999 19967 14073
508 2415 699 938 789 1345 2725 1277 702 1751 619 1994 2448 3114 1809 1091 1152 645 1592 1040
1310 5514 2269 947 1652 4775 6078 9702 1436 3748 3013 6894 6944 5548 3416 3703 2825 2771 9342 4046
2084 5446 2805 2368 1938 7934 10651 4999 1367 5576 3654 10731 6484 6013 3556 5172 2806 3110 8185 4190
1111 2173 1764 1694 824 2826 3930 4177 2305 3458 2309 5982 4088 6950 1571 2565 1519 2633 4048 5929
796 2069 430 485 396 2289 1191 2032 841 1804 885 2101 2640 3338 1177 703 1016 640 3487 2482
3021 8254 6527 2702 4758 5893 6059 14384 3926 5343 1851 5027 4649 4285 2083 3209 1250 1654 4053 5062
1663 5347 2257 2017 998 7000 3955 5612 1155 7362 2536 7943 3657 6378 2363 2979 2688 2967 9568 6551
151 251 139 140 241 359 224 197 138 459 74 151 263 145 65 78 62 65 131 104
1897 8408 3110 1378 4112 2947 4695 12475 1591 6708 4285 12351 5731 9231 4128 4947 1974 2150 6993 9998
3331 5180 2587 3689 2815 9083 5065 7446 1708 3631 3590 9770 5928 3135 3062 5140 3748 5364 6970 3677
1081 2662 1262 784 2032 5533 3501 5409 1126 1316 1470 4105 2085 4276 1608 1598 764 1042 2983 2166
1065 2935 1249 1138 1444 5254 2135 5964 2251 5550 2868 3665 6381 7904 2109 2904 2487 2073 8804 3465
588 2242 1193 1216 1121 2001 1699 4021 1436 2781 1871 4575 3776 4686 2676 4245 3467 1215 5339 3142
834 1487 783 646 602 1731 1655 3300 702 1978 954 6456 3256 3785 1368 1125 1230 1133 5096 2053
1013 2306 884 716 539 2146 1347 1396 871 1809 947 1417 4058 2709 2012 1756 1204 748 1936 2116
1097 2195 603 953 1068 3419 2770 3350 609 5221 347 551 1700 1686 800 530 363 632 693 835
652 1491 690 671 944 1457 3014 2241 487 1574 1252 2680 2726 5291 1723 852 860 769 3750 2918
208 346 366 327 237 468 417 594 247 594 279 912 801 373 432 345 392 232 466 993
705 1926 828 903 1309 4180 1676 2191 1213 2721 2274 6928 2491 4646 1445 1531 2022 2210 6774 2101
701 959 527 357 243 1608 660 2313 617 1018 699 1128 878 1432 679 452 595 390 1475 581
336 1207 885 1333 548 2420 1683 2749 1380 934 361 2628 3244 2556 1269 1327 781 1602 3367 2394
1401 7426 2269 1206 1586 3514 4311 3890 1858 5875 2911 5210 13015 14376 6146 4312 5791 3538 7994 6954
767 1769 869 1474 1093 1606 2053 1879 1092 1272 1621 2515 3377 5226 1799 2000 1715 1553 3944 4263
1634 3210 2552 2389 3645 2288 6205 13139 5324 5448 6973 8579 10830 9919 8286 6137 5443 8171 19875 15722
3993 11138 2164 2888 2087 4445 9133 10177 3922 8479 5476 12071 14726 12154 5255 8073 5234 3580 13103 6805
1031 1215 614 721 1109 4213 1674 2439 887 1409 2170 2146 2234 2699 1868 1562 856 518 3541 2186
428 697 228 586 232 481 638 1333 462 475 345 1960 1185 1269 573 852 545 424 1202 929
573 2346 673 1497 558 2666 1751 4763 1027 3268 638 941 1348 783 462 443 354 204 814 921
261 649 372 220 286 685 334 516 233 479 269 1081 405 756 287 647 382 377 603 567
1073 3190 1385 1436 1652 3568 3540 4316 1768 4005 2369 4910 4797 6270 3869 2279 2108 2090 8822 5134
676 1616 808 1675 1166 2336 3145 4869 1880 3849 2098 3236 3401 5401 2925 2756 1713 2673 3674 5984
2748 6848 3117 2357 2644 4978 3694 3633 2032 5607 4373 12514 4606 12193 3538 4325 4983 4569 11260 3289
1628 4968 2225 2697 2711 4060 4101 3387 1597 3483 2522 8749 8579 11142 2681 1805 4348 3249 5201 5627
1826 7843 4178 3015 2223 3419 5718 13517 2824 10093 6904 10756 13645 7576 4333 9595 5729 2217 8602 7714
398 2041 642 284 418 1304 861 1430 469 915 1176 885 2047 3672 768 1212 649 911 1642 2188
136 118 78 121 137 481 283 323 124 237 260 196 655 577 71 250 159 200 286 234
1150 5497 1221 1150 2655 2455 2660 4256 1676 2476 1858 4009 5100 6061 1411 2471 1048 1417 4222 3043
1039 2527 2305 1535 954 3246 2741 2985 1735 5483 890 1053 1163 1421 700 841 829 1004 1207 1659
236 719 377 195 268 893 527 699 421 806 387 1699 1200 808 454 377 306 322 880 862
302 913 688 536 254 981 806 1118 557 798 1098 717 740 1184 1160 1049 194 471 1790 1185
3176 5930 2593 3657 5548 8385 13346 6744 3452 10325 6765 28395 15784 10582 8203 7786 6905 7465 5689 9567
1120 2808 1639 679 1040 2439 1928 4034 1328 5385 1264 2934 6198 4456 3510 2350 2355 1478 4384 3313
2616 10229 1348 3516 3450 10313 4236 7592 3368 8143 2504 8615 5728 8085 3248 4788 2138 1626 8470 6066
764 2826 1151 780 1343 2219 3572 2833 671 3241 1356 3042 2963 2675 1468 2754 1272 1019 2137 2829
780 2585 2139 1303 1749 2450 4110 3498 988 5155 946 4359 8061 3165 2704 2500 1638 1341 6561 2766
249 612 230 174 153 1391 815 882 194 719 245 857 1033 1533 212 520 330 272 876 473
335 1982 655 473 716 1675 790 1988 555 1283 815 3375 2171 2494 787 1892 977 1126 2491 1596
900 1619 1426 804 962 2141 1985 1881 1100 2193 1543 3477 4530 4035 2909 1583 1221 752 3196 4118
573 1777 1010 561 600 1770 1255 1819 639 2286 994 3179 1642 2275 1404 1158 1082 1024 2461 1762
459 2074 1085 788 911 1843 1808 2494 694 3324 1382 2880 3033 3228 1384 1597 958 886 3335 2612
1045 3107 2488 1689 653 3247 5246 4851 1240 5857 3123 6410 2289 3476 1691 3149 1972 1846 5370 5847
961 1783 942 709 786 2516 819 1896 1505 2777 1906 3645 2770 3698 1615 1552 1396 678 4997 2195
1958 2354 1517 1573 1894 5353 4134 3844 937 5770 2991 6722 4353 4314 3023 2121 1455 2214 7148 2383
781 1554 1411 959 983 1708 1674 2726 1267 3493 1153 1822 1240 3013 677 1537 787 402 2162 2043
703 1705 1063 626 797 1631 802 2005 769 1408 1225 2502 3323 4087 1379 1660 1603 769 1845 1742
383 2017 467 610 452 1219 1254 2185 816 1804 577 1639 1596 2636 925 1564 841 763 2531 1698
1218 3730 1917 1838 918 7025 5358 6156 1461 8261 3844 5914 9686 14610 3574 7450 2632 2211 5116 3829
1244 3777 989 978 965 3509 3262 4204 1446 4798 1655 6498 5971 6605 1726 1775 2596 660 3399 2064
1384 5161 1875 1897 3632 5309 3651 9269 2891 5733 3968 10157 9191 6410 2210 7838 2414 2655 10599 8269
1512 3438 1763 1649 982 4435 2238 7807 1524 5330 4156 10840 4954 6789 3322 1320 3336 1764 6778 3770
866 1968 1930 1438 995 3729 1574 3175 1184 1674 3006 6362 7061 7031 4156 3728 2597 2768 8092 8406
377 683 253 184 195 473 640 1089 211 674 389 482 1479 1507 372 562 613 262 1080 1119
191 474 260 271 211 997 562 893 476 409 335 421 905 746 121 572 309 312 1503 359
449 1091 609 639 780 1150 673 1297 269 1165 976 1907 1684 2015 363 853 353 798 1934 1776
737 2974 1029 569 641 1994 2581 3945 1273 2256 1026 2623 3704 3505 1906 1901 662 1282 3243 2782
812 1878 861 1084 785 1046 1338 1449 845 1324 2396 2896 3242 2625 1552 2023 1725 1332 3927 2254
829 2268 2404 1199 1031 1842 1585 3084 1147 2211 1972 2924 3495 6002 1109 2351 1529 1872 2939 4712
1241 3117 863 1121 1017 3656 2728 5515 2313 4900 2493 4371 4668 6190 4402 1249 1473 2650 4883 2273
1129 2243 858 1022 1457 3979 1671 3149 1814 3595 1307 3892 5591 4410 1094 2337 1056 1461 8016 3678
1381 1768 1305 939 1051 3124 2415 3331 908 2615 955 3087 3945 4503 2429 2317 1830 2409 4984 2375
346 1194 486 347 417 932 518 1174 479 1181 955 1090 1298 1014 1308 1436 993 626 667 839
1070 2368 1141 1045 1814 1880 3062 3030 810 1657 1482 3561 6723 6108 2314 4169 1821 1971 2053 4640
1515 4330 1514 874 869 4852 2257 5006 1209 1996 1844 2710 5670 6143 2716 3444 2307 1811 3365 4473
1022 1260 1203 455 587 783 1380 2017 641 2195 4224 3160 2447 7855 1303 1985 1733 975 4073 3227
1032 2386 793 920 652 3301 2256 2837 1449 3028 2876 2186 4030 5398 1062 665 1296 1146 2739 2076
1082 2693 1294 540 585 1518 945 2145 509 3112 2520 3645 1909 3334 1400 1752 1417 1581 3854 1337
127 247 105 67 119 366 109 247 79 206 73 234 338 360 158 252 124 99 298 274
746 2109 1694 1017 924 2811 3061 2897 1793 3016 848 1682 949 2894 1195 672 718 483 1237 1324
891 3187 1616 1446 944 3658 3972 4129 2046 5091 1380 3242 9121 6466 2180 3866 1905 1271 4118 2177
755 1941 1051 313 737 1471 1066 1866 608 2248 1285 2145 3316 1551 1124 1199 652 681 1101 713
3089 4491 3170 2719 1660 6721 3513 10099 2673 8365 4314 7398 7291 9329 4450 5777 4830 1974 6040 3146
517 717 569 760 425 595 1163 1547 617 1994 760 2141 2316 1329 821 859 535 634 1702 1672
1620 3188 1330 762 1013 4329 2224 3043 672 1357 2407 4850 3942 2588 1996 2036 1311 1511 3328 5206
6096 13528 5156 5191 6033 10700 7573 10582 2151 14550 5235 15191 13210 33128 3718 13778 4751 7849 15946 6877
802 4280 1940 2183 2433 3924 1688 5827 1358 4481 2241 4609 5024 4574 2814 2488 1088 2329 8036 6443
2933 4827 3557 2626 4202 5811 5245 6271 2315 7758 3579 4961 3798 6351 5834 3393 4069 3267 10696 6477
1653 7047 2297 1719 3242 2656 3682 6273 2864 5266 1451 2551 2945 2153 857 1272 941 2003 1298 1603
268 964 721 711 357 1042 1155 1255 345 1214 494 2653 2154 2631 259 1712 754 915 2557 2200
2166 9494 2463 2001 4370 2750 7516 8378 2476 7170 4060 8281 8867 14301 4217 8485 3268 2752 10144 2040
1487 3259 1927 1493 2136 4324 2377 5245 1089 3656 1909 3747 3206 4490 3958 2589 2843 3031 4408 2523
